Date,Open,High,Low,Close,Volume
2020-01-02,129.5500030517578,130.9499969482422,126.5,127.0999984741211,21506
2020-01-03,127.19999694824219,128.4499969482422,125.44999694824219,126.3499984741211,16566
2020-01-06,126.25,126.55000305175781,121.55000305175781,122.1500015258789,24428
2020-01-07,122.5999984741211,123.4000015258789,119.8499984741211,122.4000015258789,21308
2020-01-08,122.5,123.05000305175781,118.25,119.1500015258789,23061
2020-01-09,118.69999694824219,120.3499984741211,117.0,117.3499984741211,24637
2020-01-10,117.75,119.1500015258789,116.5,118.94999694824219,21165
2020-01-13,118.55000305175781,118.55000305175781,114.1500015258789,114.55000305175781,22280
2020-01-14,115.0,115.55000305175781,113.69999694824219,114.9000015258789,18618
2020-01-15,115.30000305175781,116.3499984741211,114.05000305175781,114.30000305175781,24677
2020-01-16,114.30000305175781,115.0999984741211,112.3499984741211,112.94999694824219,16708
2020-01-17,113.05000305175781,113.4000015258789,111.3499984741211,112.1500015258789,18214
2020-01-21,111.5,113.25,109.75,111.05000305175781,32011
2020-01-22,111.5,112.19999694824219,110.0999984741211,111.0,18581
2020-01-23,111.1500015258789,113.69999694824219,110.6500015258789,112.5999984741211,22898
2020-01-24,112.5999984741211,112.6500015258789,109.8499984741211,110.1500015258789,23990
2020-01-27,110.0,110.0,106.1500015258789,106.5999984741211,25500
2020-01-28,106.4000015258789,106.80000305175781,104.9000015258789,105.05000305175781,23885
2020-01-29,106.0,106.19999694824219,101.9000015258789,102.05000305175781,32681
2020-01-30,102.0,103.5,100.9000015258789,101.5,24626
2020-01-31,101.44999694824219,103.25,100.1500015258789,102.6500015258789,23166
2020-02-03,102.0,102.30000305175781,97.80000305175781,97.9000015258789,31237
2020-02-04,98.94999694824219,101.75,97.5999984741211,98.1500015258789,29518
2020-02-05,98.5,99.25,97.55000305175781,97.75,29230
2020-02-06,98.44999694824219,99.3499984741211,97.4000015258789,98.1500015258789,34189
2020-02-07,98.3499984741211,99.9000015258789,97.69999694824219,98.3499984741211,23661
2020-02-10,98.55000305175781,100.69999694824219,98.05000305175781,100.30000305175781,45770
2020-02-11,100.6500015258789,101.19999694824219,99.5,100.5,36364
2020-02-12,101.0,102.30000305175781,100.0,100.6500015258789,36213
2020-02-13,100.5,104.6500015258789,99.94999694824219,104.44999694824219,28558
2020-02-14,104.1500015258789,109.4000015258789,103.6500015258789,109.0999984741211,10502
2020-02-18,109.69999694824219,111.5,104.4000015258789,106.55000305175781,14616
2020-02-19,106.30000305175781,107.75,105.5,106.80000305175781,17063
2020-02-20,107.05000305175781,107.05000305175781,104.0,103.5999984741211,721
2020-02-21,104.5999984741211,109.69999694824219,104.5999984741211,108.8499984741211,26
2020-02-24,105.44999694824219,107.05000305175781,102.9000015258789,105.9000015258789,878
2020-02-25,106.44999694824219,107.69999694824219,103.9000015258789,107.0999984741211,104
2020-02-26,105.3499984741211,109.3499984741211,105.3499984741211,109.0999984741211,17
2020-02-27,109.9000015258789,110.80000305175781,107.80000305175781,108.19999694824219,412
2020-02-28,107.75,109.94999694824219,107.75,110.0999984741211,110
2020-03-02,112.75,113.69999694824219,112.75,114.6500015258789,17
2020-03-03,118.69999694824219,120.75,118.30000305175781,121.05000305175781,119
2020-03-04,118.8499984741211,118.8499984741211,118.8499984741211,117.1500015258789,62
2020-03-05,115.0,115.44999694824219,115.0,109.8499984741211,82
2020-03-06,105.5999984741211,106.19999694824219,105.5999984741211,105.5999984741211,42
2020-03-09,103.69999694824219,109.6500015258789,103.69999694824219,108.94999694824219,36
2020-03-10,111.30000305175781,114.44999694824219,111.30000305175781,114.25,92
2020-03-11,111.55000305175781,111.55000305175781,111.55000305175781,111.55000305175781,12
2020-03-12,109.1500015258789,109.1500015258789,109.1500015258789,109.1500015258789,100
2020-03-13,111.1500015258789,111.3499984741211,107.5,107.05000305175781,62
2020-03-16,107.05000305175781,107.05000305175781,104.8499984741211,103.9000015258789,4
2020-03-17,104.4000015258789,104.4000015258789,102.80000305175781,102.9000015258789,13
2020-03-18,108.19999694824219,108.19999694824219,108.19999694824219,108.05000305175781,18
2020-03-19,114.1500015258789,114.1500015258789,111.5,116.6500015258789,23503
2020-03-20,114.0,120.05000305175781,114.0,119.69999694824219,24830
2020-03-23,120.6500015258789,124.9000015258789,116.5999984741211,121.25,26987
2020-03-24,121.44999694824219,126.05000305175781,120.80000305175781,125.5999984741211,21152
2020-03-25,126.19999694824219,130.39999389648438,122.3499984741211,129.9499969482422,25571
2020-03-26,128.39999389648438,130.64999389648438,124.05000305175781,124.6500015258789,17978
2020-03-27,123.3499984741211,123.3499984741211,115.6500015258789,115.8499984741211,19516
2020-03-30,116.19999694824219,120.8499984741211,116.19999694824219,119.30000305175781,14430
2020-03-31,118.6500015258789,120.4000015258789,116.4000015258789,119.55000305175781,14185
2020-04-01,117.75,119.0,114.0999984741211,116.0,17245
2020-04-02,116.8499984741211,120.0999984741211,116.5999984741211,119.3499984741211,17216
2020-04-03,118.55000305175781,119.19999694824219,114.30000305175781,114.9000015258789,15077
2020-04-06,114.8499984741211,117.80000305175781,112.4000015258789,116.6500015258789,18789
2020-04-07,117.05000305175781,120.9000015258789,117.0,119.9000015258789,22940
2020-04-08,120.0,120.75,118.05000305175781,119.80000305175781,20568
2020-04-09,120.0,122.0,116.9000015258789,118.5999984741211,20277
2020-04-13,118.94999694824219,120.5999984741211,116.5999984741211,119.75,14231
2020-04-14,119.9000015258789,120.3499984741211,115.75,117.19999694824219,14615
2020-04-15,117.0,121.19999694824219,114.5999984741211,120.19999694824219,9063
2020-04-16,119.8499984741211,120.8499984741211,117.9000015258789,118.5999984741211,7041
2020-04-17,118.30000305175781,119.5999984741211,115.69999694824219,116.05000305175781,10691
2020-04-20,116.30000305175781,116.75,113.05000305175781,113.6500015258789,5968
2020-04-21,113.0,113.55000305175781,109.3499984741211,109.6500015258789,8794
2020-04-22,109.6500015258789,112.0999984741211,109.6500015258789,110.5999984741211,124
2020-04-23,112.0,113.5999984741211,110.6500015258789,111.05000305175781,39
2020-04-24,109.44999694824219,109.44999694824219,105.0,105.19999694824219,35
2020-04-27,107.0,107.0,104.30000305175781,104.5999984741211,32
2020-04-28,105.69999694824219,105.69999694824219,105.69999694824219,105.69999694824219,113
2020-04-29,104.05000305175781,104.0999984741211,103.5,103.6500015258789,16
2020-04-30,103.75,104.0999984741211,102.6500015258789,104.6500015258789,14
2020-05-01,104.25,104.25,103.69999694824219,104.44999694824219,2
2020-05-04,103.9000015258789,103.9000015258789,103.4000015258789,105.55000305175781,0
2020-05-05,108.30000305175781,108.30000305175781,108.30000305175781,108.8499984741211,49
2020-05-06,107.80000305175781,109.1500015258789,107.75,109.3499984741211,6
2020-05-07,107.0,107.0,104.5999984741211,107.44999694824219,4
2020-05-08,108.25,109.4000015258789,108.25,110.0999984741211,2
2020-05-11,108.19999694824219,108.19999694824219,108.19999694824219,108.94999694824219,10
2020-05-12,107.75,107.75,107.75,105.5999984741211,1
2020-05-13,104.5,104.5,103.6500015258789,103.55000305175781,57
2020-05-14,105.3499984741211,105.3499984741211,105.3499984741211,104.9000015258789,4
2020-05-15,105.0,105.0,105.0,104.80000305175781,1
2020-05-18,105.69999694824219,105.69999694824219,105.69999694824219,105.69999694824219,17327
2020-05-19,107.5,108.69999694824219,106.30000305175781,107.05000305175781,11518
2020-05-20,106.75,107.6500015258789,105.30000305175781,105.6500015258789,12399
2020-05-21,105.75,106.75,104.19999694824219,104.75,19211
2020-05-22,104.75,105.1500015258789,102.3499984741211,103.5999984741211,0
2020-05-26,104.6500015258789,107.0999984741211,104.19999694824219,105.0999984741211,18345
2020-05-27,105.1500015258789,106.0,101.44999694824219,102.5,20950
2020-05-28,102.30000305175781,102.55000305175781,98.55000305175781,99.0999984741211,21073
2020-05-29,99.19999694824219,100.05000305175781,95.8499984741211,96.30000305175781,23795
2020-06-01,95.8499984741211,99.0,94.80000305175781,98.30000305175781,26971
2020-06-02,98.44999694824219,99.69999694824219,97.3499984741211,98.19999694824219,17761
2020-06-03,98.5,100.75,97.9000015258789,99.0999984741211,16879
2020-06-04,98.9000015258789,98.94999694824219,96.25,98.1500015258789,13953
2020-06-05,98.55000305175781,99.75,97.05000305175781,98.9000015258789,16818
2020-06-08,99.25,99.6500015258789,97.55000305175781,98.9000015258789,26561
2020-06-09,99.19999694824219,99.44999694824219,97.25,97.80000305175781,22764
2020-06-10,97.9000015258789,98.6500015258789,96.4000015258789,96.75,24680
2020-06-11,96.19999694824219,97.6500015258789,94.5999984741211,96.0,27278
2020-06-12,96.3499984741211,97.80000305175781,94.9000015258789,95.19999694824219,18281
2020-06-15,94.19999694824219,95.25,92.69999694824219,94.0,22016
2020-06-16,94.6500015258789,95.44999694824219,92.75,93.6500015258789,11584
2020-06-17,93.25,96.80000305175781,93.1500015258789,96.25,12234
2020-06-18,97.0,97.05000305175781,94.4000015258789,94.5999984741211,16437
2020-06-19,94.30000305175781,95.30000305175781,93.44999694824219,93.75,15815
2020-06-22,94.05000305175781,96.0999984741211,94.0,95.94999694824219,266
2020-06-23,96.25,97.55000305175781,95.75,96.25,30
2020-06-24,96.25,97.0999984741211,96.25,96.6500015258789,34
2020-06-25,96.6500015258789,97.0999984741211,94.55000305175781,94.8499984741211,45
2020-06-26,95.5999984741211,95.5999984741211,93.44999694824219,95.6500015258789,19
2020-06-29,100.44999694824219,101.44999694824219,98.44999694824219,98.6500015258789,16
2020-06-30,100.3499984741211,100.3499984741211,99.5,100.05000305175781,7
2020-07-01,102.80000305175781,102.80000305175781,102.05000305175781,103.05000305175781,4
2020-07-02,102.25,102.25,102.25,102.25,47
2020-07-06,97.3499984741211,97.3499984741211,97.3499984741211,97.19999694824219,0
2020-07-07,99.25,99.25,99.25,99.25,0
2020-07-08,98.94999694824219,98.94999694824219,98.94999694824219,98.94999694824219,0
2020-07-09,97.69999694824219,97.69999694824219,97.69999694824219,97.69999694824219,0
2020-07-10,96.80000305175781,96.94999694824219,95.44999694824219,96.1500015258789,4
2020-07-13,97.4000015258789,97.4000015258789,97.4000015258789,97.4000015258789,0
2020-07-14,96.69999694824219,96.69999694824219,96.69999694824219,96.69999694824219,0
2020-07-15,95.94999694824219,95.94999694824219,95.94999694824219,95.94999694824219,0
2020-07-16,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,8
2020-07-17,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0
2020-07-20,98.5,98.5,98.5,98.5,0
2020-07-21,100.5,100.5,100.5,100.5,13941
2020-07-22,101.75,108.75,101.25,108.3499984741211,32829
2020-07-23,108.0999984741211,109.30000305175781,106.1500015258789,107.5,24990
2020-07-24,106.94999694824219,109.0999984741211,106.3499984741211,108.4000015258789,22539
2020-07-27,107.9000015258789,110.75,107.4000015258789,110.4000015258789,25735
2020-07-28,110.3499984741211,111.3499984741211,108.3499984741211,109.6500015258789,18617
2020-07-29,109.4000015258789,112.5999984741211,109.30000305175781,111.5999984741211,24211
2020-07-30,112.44999694824219,117.4000015258789,112.19999694824219,115.3499984741211,34126
2020-07-31,116.4000015258789,119.4000015258789,115.19999694824219,118.94999694824219,34771
2020-08-03,118.19999694824219,119.69999694824219,115.6500015258789,117.9000015258789,28190
2020-08-04,116.9000015258789,121.25,116.6500015258789,121.05000305175781,29406
2020-08-05,120.75,127.25,120.44999694824219,121.55000305175781,36843
2020-08-06,122.0,124.19999694824219,116.44999694824219,117.0,28501
2020-08-07,117.30000305175781,118.80000305175781,113.5999984741211,115.44999694824219,29392
2020-08-10,115.05000305175781,117.1500015258789,111.5999984741211,112.5999984741211,22719
2020-08-11,112.0,112.55000305175781,109.69999694824219,111.3499984741211,28553
2020-08-12,111.3499984741211,113.80000305175781,110.3499984741211,112.05000305175781,22667
2020-08-13,112.4000015258789,117.1500015258789,111.1500015258789,116.19999694824219,20874
2020-08-14,116.6500015258789,119.19999694824219,114.44999694824219,114.69999694824219,15520
2020-08-17,114.5999984741211,115.6500015258789,112.69999694824219,115.55000305175781,6996
2020-08-18,115.6500015258789,119.75,115.6500015258789,119.30000305175781,7201
2020-08-19,119.5,122.19999694824219,116.75,118.44999694824219,9248
2020-08-20,118.0,119.94999694824219,117.0,118.55000305175781,7088
2020-08-21,119.6500015258789,120.4000015258789,116.5,120.0999984741211,245
2020-08-24,120.4000015258789,122.5999984741211,119.44999694824219,120.25,119
2020-08-25,120.5,123.80000305175781,120.0,123.19999694824219,55
2020-08-26,125.5,127.5999984741211,122.0,122.80000305175781,72
2020-08-27,121.3499984741211,123.25,121.0,122.94999694824219,13
2020-08-28,123.5999984741211,127.0999984741211,123.5999984741211,127.0999984741211,54
2020-08-31,129.0500030517578,130.8000030517578,127.1500015258789,129.8000030517578,56
2020-09-01,132.25,132.3000030517578,130.8000030517578,131.89999389648438,22
2020-09-02,130.9499969482422,131.0500030517578,130.0,131.5,41
2020-09-03,131.3000030517578,131.3000030517578,131.0,131.60000610351562,11
2020-09-04,131.1999969482422,134.5,131.1999969482422,134.8000030517578,45
2020-09-08,129.0,129.5500030517578,128.25,132.8000030517578,17
2020-09-09,131.14999389648438,131.39999389648438,130.39999389648438,129.64999389648438,15
2020-09-10,132.5,132.5,132.5,132.5,5
2020-09-11,133.35000610351562,133.35000610351562,133.35000610351562,133.35000610351562,31
2020-09-14,128.14999389648438,128.64999389648438,124.1500015258789,123.55000305175781,118
