Date,Open,High,Low,Close,Volume
2020-01-02,6016.60986328125,6062.919921875,6011.2099609375,6041.5,63958300
2020-01-03,6007.9599609375,6044.16015625,5994.58984375,6044.16015625,60488000
2020-01-06,6001.2099609375,6017.97021484375,5955.25,6013.58984375,69063700
2020-01-07,6033.22021484375,6065.740234375,6000.0,6012.35009765625,69593800
2020-01-08,5986.81005859375,6031.0,5972.77001953125,6031.0,71431600
2020-01-09,6066.75,6071.66015625,6034.14990234375,6042.5498046875,67961100
2020-01-10,6056.740234375,6057.830078125,6028.2900390625,6037.10986328125,64393300
2020-01-13,6040.91015625,6058.68994140625,6018.330078125,6036.14013671875,65192400
2020-01-14,6037.4501953125,6046.1201171875,5980.0498046875,6040.89013671875,75439500
2020-01-15,6042.72021484375,6053.009765625,6011.27978515625,6032.60986328125,79851500
2020-01-16,6039.6201171875,6058.97021484375,6021.02978515625,6039.02978515625,76032900
2020-01-17,6066.2900390625,6109.81005859375,6066.2900390625,6100.72021484375,79316600
2020-01-20,6092.97021484375,6094.08984375,6071.169921875,6078.5400390625,41270000
2020-01-21,6034.240234375,6045.990234375,5994.169921875,6045.990234375,63922800
2020-01-22,6053.85009765625,6069.259765625,6005.77001953125,6010.97998046875,69408800
2020-01-23,5992.47021484375,6024.31982421875,5961.8701171875,5971.7900390625,90037200
2020-01-24,6019.60009765625,6064.5498046875,6016.77001953125,6024.259765625,82330600
2020-01-27,5924.06005859375,5942.830078125,5851.0,5863.02001953125,104036300
2020-01-28,5886.81005859375,5933.72021484375,5857.22998046875,5925.81982421875,84491600
2020-01-29,5921.97021484375,5969.72998046875,5916.22998046875,5954.89013671875,74107000
2020-01-30,5886.02001953125,5904.080078125,5846.4501953125,5871.77001953125,89992200
2020-01-31,5891.7099609375,5894.68994140625,5799.0400390625,5806.33984375,101862600
2020-02-03,5822.0400390625,5857.39990234375,5804.14013671875,5832.509765625,75677800
2020-02-04,5863.35986328125,5935.0498046875,5862.81982421875,5935.0498046875,85595000
2020-02-05,5919.06005859375,6004.330078125,5912.490234375,5985.39990234375,107839000
2020-02-06,6045.0400390625,6050.93994140625,6008.5498046875,6038.18017578125,106153100
2020-02-07,6027.5400390625,6044.97021484375,5999.9501953125,6029.75,82348500
2020-02-10,6008.47998046875,6018.31005859375,5993.91015625,6015.669921875,65703100
2020-02-11,6047.9599609375,6060.97021484375,6032.7900390625,6054.759765625,81568400
2020-02-12,6064.25,6104.72998046875,6062.97021484375,6104.72998046875,92681200
2020-02-13,6076.919921875,6098.259765625,6028.27978515625,6093.14013671875,92665700
2020-02-14,6096.06982421875,6096.06982421875,6067.14013671875,6069.35009765625,77985500
2020-02-17,6079.52978515625,6088.60009765625,6064.919921875,6085.9501953125,58001900
2020-02-18,6042.3798828125,6079.5,6039.93994140625,6056.81982421875,89930300
2020-02-19,6086.10986328125,6111.41015625,6072.66015625,6111.240234375,80156900
2020-02-20,6105.169921875,6110.9501953125,6062.2998046875,6062.2998046875,91055800
2020-02-21,6035.02978515625,6067.2900390625,5995.14013671875,6029.72021484375,97327600
2020-02-24,5875.85986328125,5884.85986328125,5765.169921875,5791.8701171875,175269600
2020-02-25,5825.3701171875,5828.4599609375,5670.7099609375,5679.68017578125,143623800
2020-02-26,5646.14013671875,5707.31005859375,5526.14013671875,5684.5498046875,161976300
2020-02-27,5571.72021484375,5613.72021484375,5421.31005859375,5495.60009765625,216328100
2020-02-28,5310.81982421875,5376.0498046875,5229.56005859375,5309.89990234375,268468000
2020-03-02,5416.02001953125,5430.0498046875,5197.56982421875,5333.52001953125,201844000
2020-03-03,5408.14990234375,5509.27978515625,5371.66015625,5393.169921875,186265500
2020-03-04,5400.43017578125,5493.25,5357.35009765625,5464.89013671875,152463500
2020-03-05,5490.52001953125,5494.16015625,5329.240234375,5361.10009765625,155475900
2020-03-06,5253.81982421875,5284.080078125,5117.56982421875,5139.10986328125,198425500
2020-03-09,4845.27001953125,4863.33984375,4691.2001953125,4707.91015625,329160800
2020-03-10,4770.6201171875,4924.83984375,4615.16015625,4636.60986328125,280309600
